timestamp,voltage_V,current_A,power_W,pf,freq_Hz,energy_Wh
2026-04-30 14:09:56,120.5,24.93,1991,0.66,58.87,1256
2026-04-30 14:45:04,116.8,150.82,17470,0.98,58.87,1290
2026-04-30 15:41:58,119.1,34.07,3202,0.78,58.84,1344
2026-04-30 16:36:24,119.2,34.78,4036,0.97,58.85,1375
2026-04-30 17:33:24,120.0,35.5,3411,0.79,58.81,1410
2026-04-30 19:24:38,121.5,29.58,2679,0.74,58.84,1473
2026-04-30 23:04:16,123.5,43.27,4356,0.81,58.84,1645
2026-05-01 01:33:57,124.9,35.05,3630,0.82,58.87,1767
2026-05-01 03:19:04,126.0,23.78,1943,0.64,58.85,1804
2026-05-01 04:48:50,126.7,21.59,1821,0.66,58.82,1832
2026-05-01 05:46:54,126.7,22.46,1852,0.64,58.82,1847
2026-05-01 06:44:29,126.6,23.22,1890,0.64,58.84,1866
2026-05-01 08:08:48,126.2,23.59,2112,0.7,58.82,1893
2026-05-01 09:14:33,127.0,21.76,1998,0.72,58.84,1914
2026-05-01 10:12:16,126.9,20.87,1933,0.72,58.85,1936
2026-05-01 11:14:37,126.0,26.33,2694,0.81,58.85,1965
2026-05-01 12:13:29,126.1,22.72,2071,0.72,58.84,1988
2026-05-01 13:40:37,122.1,157.15,19071,0.99,58.87,2049
2026-05-01 14:33:32,125.8,27.25,2563,0.74,58.84,2082
2026-05-01 15:30:38,125.4,29.0,2718,0.74,58.82,2115
2026-05-01 16:27:58,125.1,32.93,3428,0.83,58.79,2146
2026-05-01 17:28:19,121.1,161.8,19471,0.99,58.84,2199
2026-05-01 19:12:29,125.6,33.54,4095,0.97,58.81,2280
2026-05-01 22:28:12,126.9,27.28,2673,0.77,58.82,2381
2026-05-02 00:26:15,127.5,27.69,2805,0.79,58.81,2434
2026-05-02 02:07:19,128.6,15.73,1808,0.89,58.82,2514
2026-05-02 03:19:33,128.2,29.19,3131,0.83,58.79,2547
2026-05-02 04:14:09,128.4,30.11,3259,0.84,58.82,2574
2026-05-02 05:08:22,128.7,28.29,3034,0.83,58.79,2603
2026-05-02 05:56:57,128.5,27.6,3015,0.83,58.82,2625
2026-05-02 07:15:06,128.3,27.57,2987,0.84,58.78,2668
2026-05-02 08:15:48,128.4,26.93,2949,0.85,58.81,2696
2026-05-02 09:07:57,128.2,21.08,1911,0.7,58.81,2721
2026-05-02 09:59:39,128.0,21.38,1981,0.72,58.82,2736
2026-05-02 11:00:16,128.9,21.27,1922,0.69,58.84,2755
2026-05-02 11:53:48,127.9,19.63,1786,0.71,58.82,2772
2026-05-02 12:45:43,128.0,5.35,422,0.61,58.79,2790
2026-05-02 13:43:53,125.3,107.17,13235,0.98,58.79,2809
2026-05-02 14:26:15,127.2,20.34,1633,0.62,58.78,2821
2026-05-02 15:08:19,127.2,18.98,1525,0.63,58.78,2833
2026-05-02 15:57:36,126.6,21.37,1808,0.66,58.79,2842
2026-05-02 16:47:20,126.7,21.88,1779,0.64,58.76,2855
2026-05-02 17:30:26,126.9,22.59,1893,0.65,58.81,2867
2026-05-02 18:11:10,127.7,22.65,1971,0.68,58.84,2882
2026-05-02 22:11:41,128.3,22.9,2038,0.69,58.82,2993
