latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B
25,650309;-100,278294;30/4/2026 14:09;30;4;2026;14;9;120,5;24,93;1991;0,66;58,87;1256;0;24,92;2063;0,66;58,87;1259
25,650309;-100,278294;30/4/2026 14:45;30;4;2026;14;45;116,8;150,82;17470;0,98;58,87;1290;0;150,97;17502;0,99;58,87;1293
25,650309;-100,278294;30/4/2026 15:41;30;4;2026;15;41;119,1;34,07;3202;0,78;58,84;1344;0;34,06;3205;0,78;58,84;1347
25,650309;-100,278294;30/4/2026 16:36;30;4;2026;16;36;119,2;34,78;4036;0,97;58,85;1375;0;34,79;4044;0,97;58,85;1378
25,650309;-100,278294;30/4/2026 17:33;30;4;2026;17;33;120;35,5;3411;0,79;58,81;1410;0;35,49;3419;0,8;58,81;1413
25,650309;-100,278294;30/4/2026 19:24;30;4;2026;19;24;121,5;29,58;2679;0,74;58,84;1473;0;29,57;2687;0,74;58,84;1476
25,650309;-100,278294;30/4/2026 23:04;30;4;2026;23;4;123,5;43,27;4356;0,81;58,84;1645;0;43,26;4367;0,81;58,84;1649
25,650309;-100,278294;1/5/2026 1:33;1;5;2026;1;33;124,9;35,05;3630;0,82;58,87;1767;0;35,05;3639;0,83;58,87;1771
25,650309;-100,278294;1/5/2026 3:19;1;5;2026;3;19;126;23,78;1943;0,64;58,85;1804;0;23,77;1949;0,65;58,85;1809
25,650309;-100,278294;1/5/2026 4:48;1;5;2026;4;48;126,7;21,59;1821;0,66;58,82;1832;0;21,57;1827;0,66;58,82;1836
25,650309;-100,278294;1/5/2026 5:46;1;5;2026;5;46;126,7;22,46;1852;0,64;58,82;1847;0;22,44;1860;0,65;58,82;1851
25,650309;-100,278294;1/5/2026 6:44;1;5;2026;6;44;126,6;23,22;1890;0,64;58,84;1866;0;23,19;1895;0,64;58,84;1871
25,650309;-100,278294;1/5/2026 8:08;1;5;2026;8;8;126,2;23,59;2112;0,7;58,82;1893;0;23,83;2119;0,7;58,82;1898
25,650309;-100,278294;1/5/2026 9:14;1;5;2026;9;14;127;21,76;1998;0,72;58,84;1914;0;21,74;2002;0,72;58,84;1919
25,650309;-100,278294;1/5/2026 10:12;1;5;2026;10;12;126,9;20,87;1933;0,72;58,85;1936;0;20,84;1935;0,72;58,85;1941
25,650309;-100,278294;1/5/2026 11:14;1;5;2026;11;14;126;26,33;2694;0,81;58,85;1965;0;26,31;2690;0,81;58,85;1969
25,650309;-100,278294;1/5/2026 12:13;1;5;2026;12;13;126,1;22,72;2071;0,72;58,84;1988;0;22,69;2075;0,72;58,84;1993
25,650309;-100,278294;1/5/2026 13:40;1;5;2026;13;40;122,1;157,15;19071;0,99;58,87;2049;0;157,29;19103;0,99;58,87;2053
25,650309;-100,278294;1/5/2026 14:33;1;5;2026;14;33;125,8;27,25;2563;0,74;58,84;2082;0;27,24;2448;0,73;58,84;2086
25,650309;-100,278294;1/5/2026 15:30;1;5;2026;15;30;125,4;29;2718;0,74;58,82;2115;0;28,98;2728;0,75;58,82;2120
25,650309;-100,278294;1/5/2026 16:27;1;5;2026;16;27;125,1;32,93;3428;0,83;58,79;2146;0;32,91;3434;0,83;58,79;2150
25,650309;-100,278294;1/5/2026 17:28;1;5;2026;17;28;121,1;161,8;19471;0,99;58,84;2199;0;161,96;19508;0,99;58,84;2204
25,650309;-100,278294;1/5/2026 19:12;1;5;2026;19;12;125,6;33,54;4095;0,97;58,81;2280;0;33,54;4105;0,97;58,81;2286
25,650309;-100,278294;1/5/2026 22:28;1;5;2026;22;28;126,9;27,28;2673;0,77;58,82;2381;0;27,25;2681;0,77;58,82;2387
25,650309;-100,278294;2/5/2026 0:26;2;5;2026;0;26;127,5;27,69;2805;0,79;58,81;2434;0;27,66;2814;0,79;58,81;2440
25,650309;-100,278294;2/5/2026 2:07;2;5;2026;2;7;128,6;15,73;1808;0,89;58,82;2514;0;15,72;1814;0,89;58,82;2520
25,650309;-100,278294;2/5/2026 3:19;2;5;2026;3;19;128,2;29,19;3131;0,83;58,79;2547;0;29,17;3137;0,83;58,79;2554
25,650309;-100,278294;2/5/2026 4:14;2;5;2026;4;14;128,4;30,11;3259;0,84;58,82;2574;0;30,08;3263;0,84;58,82;2580
25,650309;-100,278294;2/5/2026 5:08;2;5;2026;5;8;128,7;28,29;3034;0,83;58,79;2603;0;28,25;3036;0,83;58,79;2609
25,650309;-100,278294;2/5/2026 5:56;2;5;2026;5;56;128,5;27,6;3015;0,83;58,82;2625;0;27,91;3018;0,84;58,82;2632
25,650309;-100,278294;2/5/2026 7:15;2;5;2026;7;15;128,3;27,57;2987;0,84;58,78;2668;0;27,53;2991;0,84;58,78;2674
25,650309;-100,278294;2/5/2026 8:15;2;5;2026;8;15;128,4;26,93;2949;0,85;58,81;2696;0;26,9;2953;0,85;58,81;2703
25,650309;-100,278294;2/5/2026 9:07;2;5;2026;9;7;128,2;21,08;1911;0,7;58,81;2721;0;21,05;1916;0,7;58,81;2727
25,650309;-100,278294;2/5/2026 9:59;2;5;2026;9;59;128;21,38;1981;0,72;58,82;2736;0;21,35;1985;0,72;58,82;2743
25,650309;-100,278294;2/5/2026 11:00;2;5;2026;11;0;128,9;21,27;1922;0,69;58,84;2755;0;21,24;1926;0,7;58,84;2761
25,650309;-100,278294;2/5/2026 11:53;2;5;2026;11;53;127,9;19,63;1786;0,71;58,82;2772;0;19,59;1789;0,71;58,82;2778
