timestamp,voltage_V,current_A,power_W,pf,freq_Hz,energy_Wh,energy_kWh
2026-05-11 16:27:16,124.4,0.327,21.5,0.53,59.06,20260,20.26
2026-05-11 16:55:00,125.1,0.33,22.0,0.53,59.07,20270,20.27
2026-05-11 17:59:13,126.3,0.328,21.8,0.52,59.09,20300,20.3
2026-05-11 21:59:48,127.1,0.829,52.1,0.49,59.07,20470,20.47
2026-05-12 00:44:15,127.7,0.329,22.0,0.52,59.02,20540,20.54
