latitud,longitud,timestamp,day,month,year,hour,minute,voltage_V_A,current_A_A,power_W_A,pf_A,freq_Hz_A,energy_Wh_A,energy_reverse_Wh_A,direction_A,voltage_V_B,current_A_B,power_W_B,pf_B,freq_Hz_B,energy_Wh_B,energy_reverse_Wh_B,direction_B,id_punto
25.618982,-100.29505,2026-06-02 23:21:00,2,6,2026,23,21,134.4,3.15,328.1,0.77,58.84,42403,22663,FORWARD,134.4,1.876,153.2,0.6,58.84,26107,33167,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 04:24:00,3,6,2026,4,24,135.3,4.734,561.9,0.87,58.81,42674,22663,FORWARD,135.3,2.894,376.8,0.96,58.81,26107,33343,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 09:20:00,3,6,2026,9,20,132.9,2.918,264.7,0.68,58.84,42829,22701,REVERSE,132.9,4.102,410.1,0.75,58.84,26168,33446,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 13:35:00,3,6,2026,13,35,130.8,1.497,59.6,0.3,58.82,42830,22915,REVERSE,130.8,2.284,165.9,0.55,58.82,26450,33446,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 16:15:00,3,6,2026,16,15,131.1,3.245,293.7,0.68,58.85,42830,23049,REVERSE,131.1,3.975,378.4,0.72,58.85,26603,33446,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 18:07:00,3,6,2026,18,7,132.6,1.803,62.3,0.26,58.84,42834,23076,FORWARD,132.6,2.117,28.4,0.1,58.84,26641,33446,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-03 23:13:00,3,6,2026,23,13,134.5,2.948,286.6,0.72,58.79,43081,23076,FORWARD,134.5,2.284,220.1,0.71,58.79,26642,33642,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 03:05:00,4,6,2026,3,5,135.7,2.102,231.0,0.8,58.81,43177,23076,FORWARD,135.7,1.777,142.3,0.59,58.81,26642,33710,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 06:23:00,4,6,2026,6,23,135.6,2.324,206.8,0.65,58.78,43257,23076,FORWARD,135.6,1.237,92.8,0.55,58.78,26642,33756,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 10:04:00,4,6,2026,10,4,134.6,8.558,1013.6,0.87,58.82,43278,23192,REVERSE,134.6,9.869,1131.5,0.85,58.82,26787,33762,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 12:32:00,4,6,2026,12,32,132.4,4.197,458.6,0.82,58.84,43278,23349,REVERSE,132.4,5.287,558.4,0.79,58.84,26971,33762,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 14:37:00,4,6,2026,14,37,131.9,1.941,124.5,0.48,58.84,43283,23377,FORWARD,131.9,1.101,4.6,0.03,58.84,27018,33762,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 16:11:00,4,6,2026,16,11,132.9,6.415,115.9,0.13,58.81,43306,23378,REVERSE,132.9,1.484,83.4,0.42,58.81,27018,33762,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 17:40:00,4,6,2026,17,40,134.2,2.624,257.4,0.72,58.85,43335,23385,REVERSE,134.2,3.545,328.0,0.68,58.85,27024,33803,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-04 21:50:00,4,6,2026,21,50,135.5,5.595,631.9,0.83,58.84,43515,23402,FORWARD,135.5,4.497,601.2,0.98,58.84,27031,33964,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 02:08:00,5,6,2026,2,8,135.9,3.274,412.7,0.92,58.78,43736,23402,FORWARD,135.9,3.13,418.5,0.98,58.78,27031,34175,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 05:38:00,5,6,2026,5,38,135.8,3.695,434.2,0.86,58.79,43887,23402,FORWARD,135.8,2.937,389.9,0.97,58.79,27031,34321,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 08:09:00,5,6,2026,8,9,134.7,1.945,82.7,0.31,58.78,43946,23403,REVERSE,134.7,2.209,184.1,0.61,58.78,27040,34372,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 10:43:00,5,6,2026,10,43,133.9,6.041,757.6,0.93,58.81,43946,23520,REVERSE,133.9,8.443,957.0,0.84,58.81,27179,34372,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 12:57:00,5,6,2026,12,57,132.5,2.558,204.5,0.6,58.84,43946,23693,REVERSE,132.5,2.995,287.1,0.72,58.84,27374,34372,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 14:50:00,5,6,2026,14,50,133.4,10.143,1194.3,0.88,58.87,43946,23823,REVERSE,133.4,11.048,1272.9,0.86,58.87,27519,34372,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 16:15:00,5,6,2026,16,15,132.7,5.298,545.4,0.77,58.84,43965,23867,FORWARD,132.7,2.585,336.4,0.97,58.84,27573,34384,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 17:40:00,5,6,2026,17,40,134.2,4.355,445.8,0.76,58.81,44021,23867,FORWARD,134.2,1.945,249.9,0.95,58.81,27573,34412,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-05 21:33:00,5,6,2026,21,33,134.9,1.782,168.9,0.7,58.81,44141,23867,FORWARD,134.9,1.514,123.8,0.6,58.81,27573,34487,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 00:43:00,6,6,2026,0,43,135.4,5.354,665.5,0.91,58.81,44243,23867,FORWARD,135.4,4.957,658.9,0.98,58.81,27573,34568,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 03:26:00,6,6,2026,3,26,135.9,3.567,426.8,0.87,58.81,44375,23867,FORWARD,135.9,2.503,327.4,0.96,58.81,27573,34676,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 05:08:00,6,6,2026,5,8,136.3,3.392,414.0,0.89,58.84,44446,23867,FORWARD,136.3,2.474,324.0,0.96,58.84,27573,34732,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 06:46:00,6,6,2026,6,46,136.3,3.557,380.1,0.78,58.81,44511,23867,FORWARD,136.3,1.982,259.3,0.95,58.81,27573,34780,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 08:41:00,6,6,2026,8,41,135.6,1.826,86.3,0.34,58.79,44544,23867,FORWARD,135.6,1.291,28.6,0.16,58.79,27578,34794,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 10:06:00,6,6,2026,10,6,135.8,5.557,663.1,0.87,58.81,44547,23905,REVERSE,135.8,6.868,750.7,0.8,58.81,27626,34794,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 11:36:00,6,6,2026,11,36,135.4,6.48,770.2,0.87,58.84,44602,23976,REVERSE,135.4,8.234,914.7,0.82,58.84,27691,34837,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 12:51:00,6,6,2026,12,51,134.4,2.182,175.5,0.59,58.81,44602,24051,REVERSE,134.4,3.562,334.5,0.69,58.81,27784,34837,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 14:09:00,6,6,2026,14,9,134.0,2.779,236.3,0.63,58.84,44608,24075,FORWARD,134.0,1.298,80.1,0.46,58.84,27823,34839,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 15:31:00,6,6,2026,15,31,134.1,2.449,214.7,0.65,58.84,44632,24078,REVERSE,134.1,3.248,324.4,0.74,58.84,27831,34848,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 16:41:00,6,6,2026,16,41,134.4,4.935,583.0,0.87,58.85,44638,24092,FORWARD,134.4,3.778,495.7,0.97,58.85,27856,34853,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 18:04:00,6,6,2026,18,4,134.5,1.507,84.9,0.41,58.87,44672,24092,FORWARD,134.5,1.153,24.0,0.15,58.87,27858,34877,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-06 22:59:00,6,6,2026,22,59,135.4,3.705,449.3,0.89,58.84,44985,24092,FORWARD,135.4,2.725,359.9,0.97,58.84,27859,35131,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 02:27:00,7,6,2026,2,27,136.0,4.063,475.8,0.85,58.81,45153,24092,FORWARD,136.0,2.67,353.0,0.97,58.81,27859,35259,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 04:55:00,7,6,2026,4,55,136.5,3.812,451.3,0.86,58.84,45267,24092,FORWARD,136.5,2.725,354.2,0.95,58.84,27859,35347,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 06:21:00,7,6,2026,6,21,135.9,3.053,337.9,0.81,58.81,45328,24092,FORWARD,135.9,2.052,264.1,0.94,58.81,27859,35395,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 08:31:00,7,6,2026,8,31,136.1,2.666,231.2,0.63,58.79,45405,24095,REVERSE,136.1,3.154,315.8,0.73,58.79,27865,35461,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 09:57:00,7,6,2026,9,57,135.3,2.563,228.4,0.65,58.81,45405,24122,REVERSE,135.3,2.966,290.3,0.72,58.81,27901,35461,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 11:23:00,7,6,2026,11,23,136.5,5.768,680.2,0.86,58.85,45414,24170,REVERSE,136.5,6.543,758.9,0.84,58.85,27956,35468,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 12:53:00,7,6,2026,12,53,135.3,3.95,446.9,0.83,58.88,45414,24280,REVERSE,135.3,5.16,565.4,0.8,58.88,28076,35468,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 14:12:00,7,6,2026,14,12,133.6,11.297,1293.4,0.85,58.85,45564,24287,FORWARD,133.6,9.17,1126.5,0.91,58.85,28089,35604,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 15:39:00,7,6,2026,15,39,134.3,8.716,1028.3,0.87,58.82,45724,24287,FORWARD,134.3,6.592,845.4,0.95,58.82,28089,35744,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 16:45:00,7,6,2026,16,45,134.5,2.957,6.8,0.01,58.82,45759,24296,FORWARD,134.5,2.048,164.9,0.59,58.82,28110,35773,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 18:09:00,7,6,2026,18,9,134.4,2.015,22.3,0.08,58.85,45764,24297,FORWARD,134.4,1.527,92.4,0.45,58.85,28129,35773,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-07 23:04:00,7,6,2026,23,4,134.1,7.605,932.1,0.91,58.84,46023,24297,FORWARD,134.1,5.986,791.9,0.98,58.84,28131,35972,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 03:57:00,8,6,2026,3,57,136.0,5.866,668.9,0.83,58.82,46362,24297,FORWARD,136.0,3.713,472.5,0.92,58.82,28131,36225,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 08:16:00,8,6,2026,8,16,133.9,2.055,96.1,0.34,58.85,46611,24297,FORWARD,133.9,1.532,46.9,0.22,58.85,28133,36395,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 11:31:00,8,6,2026,11,31,133.5,2.561,192.5,0.56,58.84,46613,24378,REVERSE,133.5,3.039,296.3,0.72,58.84,28242,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 13:50:00,8,6,2026,13,50,133.5,2.497,190.3,0.56,58.82,46613,24464,REVERSE,133.5,2.927,279.2,0.71,58.82,28350,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 15:50:00,8,6,2026,15,50,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 17:12:00,8,6,2026,17,12,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 18:17:00,8,6,2026,18,17,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-08 22:40:00,8,6,2026,22,40,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 02:22:00,9,6,2026,2,22,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 05:43:00,9,6,2026,5,43,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 08:52:00,9,6,2026,8,52,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 11:24:00,9,6,2026,11,24,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 13:37:00,9,6,2026,13,37,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 15:23:00,9,6,2026,15,23,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 17:04:00,9,6,2026,17,4,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-09 19:34:00,9,6,2026,19,34,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 00:05:00,10,6,2026,0,5,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 04:36:00,10,6,2026,4,36,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 07:58:00,10,6,2026,7,58,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 11:27:00,10,6,2026,11,27,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 13:56:00,10,6,2026,13,56,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 16:05:00,10,6,2026,16,5,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 17:51:00,10,6,2026,17,51,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-10 22:01:00,10,6,2026,22,1,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 02:56:00,11,6,2026,2,56,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 06:48:00,11,6,2026,6,48,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 10:55:00,11,6,2026,10,55,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 13:36:00,11,6,2026,13,36,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 15:37:00,11,6,2026,15,37,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 17:10:00,11,6,2026,17,10,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-11 19:41:00,11,6,2026,19,41,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 00:42:00,12,6,2026,0,42,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 05:02:00,12,6,2026,5,2,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 08:17:00,12,6,2026,8,17,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 11:18:00,12,6,2026,11,18,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 13:26:00,12,6,2026,13,26,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 15:19:00,12,6,2026,15,19,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 16:51:00,12,6,2026,16,51,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 18:20:00,12,6,2026,18,20,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-12 22:56:00,12,6,2026,22,56,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 02:22:00,13,6,2026,2,22,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 05:00:00,13,6,2026,5,0,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 06:59:00,13,6,2026,6,59,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 09:05:00,13,6,2026,9,5,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 10:51:00,13,6,2026,10,51,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 12:08:00,13,6,2026,12,8,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 13:56:00,13,6,2026,13,56,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 15:20:00,13,6,2026,15,20,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 16:34:00,13,6,2026,16,34,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 17:44:00,13,6,2026,17,44,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-13 22:08:00,13,6,2026,22,8,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 02:29:00,14,6,2026,2,29,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 05:16:00,14,6,2026,5,16,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 07:08:00,14,6,2026,7,8,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 09:20:00,14,6,2026,9,20,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 11:01:00,14,6,2026,11,1,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 12:47:00,14,6,2026,12,47,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 14:18:00,14,6,2026,14,18,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 15:45:00,14,6,2026,15,45,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 17:10:00,14,6,2026,17,10,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-14 19:42:00,14,6,2026,19,42,133.1,2.65,215.8,0.61,58.82,46613,24479,REVERSE,133.1,3.071,295.8,0.72,58.82,28373,36396,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 01:21:00,15,6,2026,1,21,135.2,6.962,863.3,0.91,58.84,52953,27522,FORWARD,135.2,5.224,699.0,0.98,58.84,31874,41486,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 07:37:00,15,6,2026,7,37,133.9,5.332,618.1,0.86,58.84,53401,27522,FORWARD,133.9,3.038,399.3,0.98,58.84,31874,41820,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 12:14:00,15,6,2026,12,14,133.1,1.327,11.6,0.06,58.87,53499,27590,FORWARD,133.1,1.941,120.2,0.46,58.87,31987,41859,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 15:26:00,15,6,2026,15,26,134.5,2.864,264.1,0.68,58.81,53533,27594,FORWARD,134.5,1.229,77.1,0.46,58.81,32011,41864,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 17:23:00,15,6,2026,17,23,134.8,0.0,0.0,1.0,58.82,53550,27595,REVERSE,134.8,1.778,91.7,0.38,58.82,32020,41867,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-15 20:12:00,15,6,2026,20,12,135.3,3.855,390.0,0.74,58.81,53598,27595,FORWARD,135.3,2.812,282.3,0.74,58.81,32026,41891,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 01:46:00,16,6,2026,1,46,136.0,5.151,651.9,0.92,58.84,53987,27595,FORWARD,136.0,3.869,517.6,0.98,58.84,32026,42247,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 06:54:00,16,6,2026,6,54,135.5,2.776,204.5,0.54,58.87,54273,27595,FORWARD,135.5,1.641,73.6,0.33,58.87,32026,42441,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 12:04:00,16,6,2026,12,4,134.5,4.726,518.4,0.81,58.87,54393,27728,REVERSE,134.5,6.232,687.7,0.81,58.87,32206,42525,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 15:22:00,16,6,2026,15,22,133.0,6.327,20.8,0.02,58.85,54401,27828,FORWARD,133.0,1.104,6.4,0.04,58.85,32331,42525,FORWARD,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 17:07:00,16,6,2026,17,7,133.6,8.966,524.4,0.43,58.82,54462,27832,FORWARD,133.6,3.985,521.1,0.97,58.82,32335,42565,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-16 19:44:00,16,6,2026,19,44,135.7,5.821,15.3,0.01,58.84,54625,27832,FORWARD,135.7,1.075,96.8,0.66,58.84,32335,42692,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-17 01:11:00,17,6,2026,1,11,136.7,5.0,576.7,0.84,58.85,54969,27832,FORWARD,136.7,3.592,453.0,0.92,58.85,32335,43024,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-17 05:58:00,17,6,2026,5,58,136.3,6.328,696.4,0.8,58.82,55248,27832,FORWARD,136.3,3.416,439.8,0.94,58.82,32335,43232,REVERSE,25.618982_-100.29505
25.618982,-100.29505,2026-06-17 09:56:00,17,6,2026,9,56,134.2,2.336,192.1,0.61,58.84,55385,27849,REVERSE,134.2,3.031,229.8,0.56,58.84,32363,43346,FORWARD,25.618982_-100.29505
