timestamp,Voltage_Avg_V,Power_Total_W,Energy_Total_Wh
2026-04-22 10:10:39,66.7,511.4,9621
2026-04-22 10:12:39,66.7,665.0,9621
2026-04-22 10:50:09,66.45,671.5,9648
2026-04-22 11:31:55,66.55,1109.8,9681
