timestamp,Voltage_Avg_V,Power_Total_W,Energy_Total_Wh
2026-04-22 10:10:39,133.0,165.5,184236
2026-04-22 10:12:39,133.0,183.0,184237
2026-04-22 10:50:09,132.5,159.8,184248
2026-04-22 11:31:55,131.0,134.39999999999998,184256
2026-04-22 11:36:35,130.7,128.9,184256
2026-04-22 12:13:19,133.35000000000002,141.7,184266
