latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B
25,657299;-100,293267;12/5/2026 14:40;12;5;2026;14;40;121,7;8,176;975,2;0,97;58,99;59510;0;1,184;22,8;0,15;58,99;36050
25,657299;-100,293267;12/5/2026 14:46;12;5;2026;14;46;122,1;8,152;975;0,97;58,99;59570;0;1,097;23,1;0,17;58,99;36060
25,657299;-100,293267;12/5/2026 16:12;12;5;2026;16;12;122,1;1,815;156,7;0,7;59,04;60020;0;0,971;31;0,26;59,04;36100
25,657299;-100,293267;12/5/2026 17:31;12;5;2026;17;31;122,4;1,39;61,4;0,36;59,02;60200;0;0,978;31,6;0,26;59,02;36130
25,657299;-100,293267;12/5/2026 19:26;12;5;2026;19;26;122,9;5,792;647,3;0,9;58,98;60630;0;5,786;622,7;0,87;58,98;36320
25,657299;-100,293267;12/5/2026 23:33;12;5;2026;23;33;123,6;1,759;146,4;0,67;59,01;62760;0;1,156;31,4;0,22;59,01;37660
25,657299;-100,293267;13/5/2026 2:21;13;5;2026;2;21;125,6;1,37;51;0,29;59,01;63110;0;1,199;40,2;0,26;59,01;37760
