timestamp,Voltage_Avg_V,Power_Total_W,Energy_Total_Wh
2026-04-22 10:10:39,123.45,0.0,0
2026-04-22 10:12:39,123.45,0.0,0
2026-04-22 10:50:09,122.80000000000001,0.0,0
2026-04-22 11:31:55,122.75,0.0,0
