latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B;voltage_V_C;current_A_C;power_W_C;pf_C;freq_Hz_C;energy_Wh_C;energy_reverse_Wh_C;direction_C;voltage_V_D;current_A_D;power_W_D;pf_D;freq_Hz_D;energy_Wh_D;energy_reverse_Wh_D;direction_D
25,651085;-100,293008;22/6/2026 22:33;22;6;2026;22;33;130,1;0,8;62,8;0,6;58,84;594980;0;0,611;56,8;0,71;58,84;405230;134,7;2,901;273,2;0,69;58,84;61893;29810;FORWARD;134,7;1,873;199,3;0,78;58,84;34646;49153;REVERSE
25,651085;-100,293008;23/6/2026 2:08;23;6;2026;2;8;132,2;0,764;58,8;0,58;58,84;595220;0;7,341;971;0,99;58,84;405560;136,7;6,845;856,4;0,91;58,82;62168;29810;FORWARD;136,7;5,272;710,8;0,98;58,82;34646;49382;REVERSE
25,651085;-100,293008;23/6/2026 5:32;23;6;2026;5;32;133,7;0,792;65;0,61;58,87;595440;0;0,6;58,6;0,72;58,87;405910;136,9;5,704;705;0,9;58,82;62429;29810;FORWARD;136,9;4,14;558,9;0,98;58,82;34646;49591;REVERSE
25,651085;-100,293008;23/6/2026 8:03;23;6;2026;8;3;131,5;13,845;1304,3;0,71;58,84;597220;0;6,168;719,5;0,88;58,84;407050;134,1;6,544;663,5;0,75;58,82;62623;29810;FORWARD;134,1;11,007;1471,3;0,99;58,82;34646;49756;REVERSE
25,651085;-100,293008;23/6/2026 10:44;23;6;2026;10;44;129,4;14,436;1324,9;0,7;58,87;600680;0;6,401;745,6;0,89;58,87;409270;134,5;4,173;191,7;0,34;58,87;62665;29836;FORWARD;134,5;2,222;27,1;0,09;58,87;34711;49788;REVERSE
25,651085;-100,293008;23/6/2026 13:08;23;6;2026;13;8;129;14,351;1314,8;0,71;58,84;603990;0;6,545;752,6;0,89;58,84;411430;135,3;3,449;118,2;0,25;58,84;62671;29957;REVERSE;135,3;4,731;475,5;0,74;58,84;34860;49798;FORWARD
25,651085;-100,293008;23/6/2026 15:09;23;6;2026;15;9;126,5;14,65;1308,2;0,7;58,85;606620;0;6,7;759,3;0,89;58,85;413160;133,3;5,128;144,8;0,21;58,84;62681;30020;FORWARD;133,3;2,855;230,8;0,6;58,84;34934;49807;FORWARD
25,651085;-100,293008;23/6/2026 16:40;23;6;2026;16;40;126,5;8,702;637,7;0,57;58,88;608550;0;1,022;95,1;0,73;58,88;414350;130,6;11,569;804,8;0,53;58,88;62721;30021;FORWARD;130,6;6,372;796,5;0,95;58,88;34944;49839;REVERSE
25,651085;-100,293008;23/6/2026 17:58;23;6;2026;17;58;127,2;8,425;621,9;0,57;58,87;609360;0;0,659;61,1;0,72;58,87;414540;132,1;9,538;534,6;0,42;58,85;62825;30021;FORWARD;132,1;4,832;615,6;0,96;58,85;34944;49925;REVERSE
25,651085;-100,293008;23/6/2026 22:14;23;6;2026;22;14;129,2;0,805;62,9;0,6;58,87;609810;0;0,604;56;0,71;58,87;415050;134;2,833;283,3;0,74;58,85;63038;30021;FORWARD;134;1,735;136;0,58;58,85;34944;50079;REVERSE
25,651085;-100,293008;24/6/2026 1:54;24;6;2026;1;54;131,8;0,794;64;0,61;58,87;610050;0;0,599;57,1;0,72;58,87;415390;135,8;6,732;829,1;0,9;58,82;63250;30021;FORWARD;135,8;5,766;766;0,97;58,82;34944;50265;REVERSE
25,651085;-100,293008;24/6/2026 4:50;24;6;2026;4;50;132,6;0,776;63,3;0,61;58,84;610230;0;0,598;57,6;0,72;58,84;415680;135,9;5,698;690,9;0,89;58,81;63464;30021;FORWARD;135,9;4,189;561,3;0,98;58,81;34944;50446;REVERSE
25,651085;-100,293008;24/6/2026 7:22;24;6;2026;7;22;131,4;11,244;1028,9;0,69;58,87;610930;0;4,32;505,4;0,88;58,87;416130;134,8;3,57;404,2;0,83;58,84;63611;30021;FORWARD;134,8;2,376;311;0,97;58,84;34944;50563;REVERSE
25,651085;-100,293008;24/6/2026 9:58;24;6;2026;9;58;129,4;10,201;877,7;0,66;58,82;613290;0;5,216;588,6;0,87;58,82;417440;134,8;8,272;968,7;0,86;58,82;63729;30045;REVERSE;134,8;9,138;1044,6;0,84;58,82;34971;50649;FORWARD
25,651085;-100,293008;24/6/2026 12:02;24;6;2026;12;2;128,5;16,191;1452,7;0,69;58,82;615710;0;7,192;828,5;0,89;58,82;418930;133,9;3,449;356;0,76;58,85;63729;30232;REVERSE;133,9;3,987;413,6;0,77;58,85;35174;50649;FORWARD
25,651085;-100,293008;24/6/2026 14:13;24;6;2026;14;13;127,2;7,926;573,3;0,56;58,85;617910;0;1,345;114,8;0,67;58,85;420270;133,2;3,474;307,4;0,66;58,87;63755;30332;REVERSE;133,2;4,478;453,5;0,75;58,87;35288;50678;FORWARD
25,651085;-100,293008;24/6/2026 15:49;24;6;2026;15;49;126,3;8,322;599;0,56;58,88;618980;0;0,989;98,5;0,78;58,88;420630;132,9;2,573;8,3;0,02;58,9;63755;30365;REVERSE;132,9;1,992;144;0,54;58,9;35342;50680;FORWARD
25,651085;-100,293008;24/6/2026 17:03;24;6;2026;17;3;127,6;7,689;569,2;0,57;58,88;619840;0;2,039;198,1;0,76;58,88;420950;132,7;6,66;715;0,8;58,88;63778;30367;FORWARD;132,7;4,721;587,9;0,93;58,88;35347;50689;REVERSE
25,651085;-100,293008;24/6/2026 19:28;24;6;2026;19;28;129,6;0,789;62,5;0,61;58,84;620400;0;0,598;56,3;0,72;58,84;421260;133,8;1,2;122,5;0,76;58,81;63850;30371;FORWARD;133,8;1,108;96,2;0,64;58,81;35359;50747;REVERSE
25,651085;-100,293008;24/6/2026 23:49;24;6;2026;23;49;130,2;0,783;62,2;0,6;58,87;620670;0;0,605;56,6;0,71;58,87;421670;134,5;6,8;828,9;0,9;58,84;64140;30371;FORWARD;134,5;5,897;780,2;0,98;58,84;35359;50999;REVERSE
25,651085;-100,293008;25/6/2026 3:22;25;6;2026;3;22;132,4;0,774;62,8;0,61;58,82;620890;0;0,6;57,2;0,71;58,82;422030;136,2;4,477;585,4;0,95;58,79;64401;30371;FORWARD;136,2;4,173;560,6;0,98;58,79;35359;51234;REVERSE
25,651085;-100,293008;25/6/2026 6:04;25;6;2026;6;4;132,8;0,773;63,3;0,61;58,85;621060;0;0,6;57,8;0,72;58,85;422270;135,9;5,795;690,6;0,87;58,85;64560;30371;FORWARD;135,9;4,577;589,7;0,94;58,85;35359;51371;REVERSE
25,651085;-100,293008;25/6/2026 9:19;25;6;2026;9;19;130,2;15,79;1392,4;0,67;58,87;623500;0;5,908;675,8;0,87;58,87;423870;133,8;5,621;563,1;0,74;58,88;64762;30371;FORWARD;133,8;3,332;410,4;0,92;58,88;35359;51550;REVERSE
25,651085;-100,293008;25/6/2026 11:26;25;6;2026;11;26;129,2;9,611;747,3;0,6;58,84;625620;0;1,612;180,7;0,86;58,84;424880;134,3;5,545;583,2;0,78;58,82;64797;30400;REVERSE;134,3;6,824;761,9;0,83;58,82;35400;51571;FORWARD
25,651085;-100,293008;25/6/2026 13:28;25;6;2026;13;28;127,9;11,306;998,8;0,69;58,82;627500;0;4,692;542,9;0,9;58,82;425840;133,6;7,696;912,9;0,88;58,85;64807;30495;REVERSE;133,6;6,155;676,3;0,82;58,85;35512;51577;FORWARD
25,651085;-100,293008;25/6/2026 15:16;25;6;2026;15;16;126,5;21,705;2003,9;0,72;58,84;629690;0;12,168;1350,1;0,87;58,84;427380;133,3;7,368;883,9;0,89;58,84;64807;30618;REVERSE;133,3;9,421;1064,4;0,84;58,84;35647;51577;FORWARD
25,651085;-100,293008;25/6/2026 16:51;25;6;2026;16;51;126;24,111;2263,2;0,74;58,88;632600;0;14,716;1640,5;0,87;58,88;429420;132,8;6,568;672,9;0,77;58,9;64807;30731;REVERSE;132,8;5,522;598,1;0,81;58,9;35774;51577;FORWARD
25,651085;-100,293008;25/6/2026 18:09;25;6;2026;18;9;128,1;14,557;1340,2;0,71;58,87;635020;0;7,549;849,4;0,87;58,87;431170;133,4;2,635;57,7;0,16;58,88;64808;30778;FORWARD;133,4;1,612;104;0,48;58,88;35818;51577;FORWARD
25,651085;-100,293008;25/6/2026 22:43;25;6;2026;22;43;128,7;6,001;653,6;0,84;58,84;639970;0;11,986;1514,2;0,98;58,84;434790;134,8;2,767;249,8;0,66;58,82;64908;30779;FORWARD;134,8;1,501;122,1;0,6;58,82;35820;51619;REVERSE
25,651085;-100,293008;26/6/2026 2:30;26;6;2026;2;30;132;5,268;587;0,84;58,88;642320;0;6,378;695,8;0,82;58,88;437270;135,8;6,168;766,8;0,91;58,88;65222;30779;FORWARD;135,8;5,061;679,8;0,98;58,88;35820;51892;REVERSE
25,651085;-100,293008;26/6/2026 5:29;26;6;2026;5;29;131,6;5,186;576,1;0,84;58,87;644080;0;11,379;1477;0,98;58,87;439150;136,5;6,408;756,7;0,86;58,87;65422;30779;FORWARD;136,5;4,381;567,5;0,94;58,87;35820;52065;REVERSE
25,651085;-100,293008;26/6/2026 7:34;26;6;2026;7;34;132,7;7,749;604;0,58;58,84;645350;0;0,642;57,8;0,72;58,84;440170;134,6;12,13;1391,8;0,85;58,84;65566;30779;FORWARD;134,6;10,227;1253,3;0,91;58,84;35820;52189;REVERSE
25,651085;-100,293008;26/6/2026 9:57;26;6;2026;9;57;129,1;12,474;1093,9;0,67;58,87;646960;0;4,091;467,3;0,88;58,87;440650;134,7;6,056;688,6;0,84;58,87;65674;30846;REVERSE;134,7;7,045;791,1;0,83;58,87;35895;52296;FORWARD
25,651085;-100,293008;26/6/2026 11:57;26;6;2026;11;57;128,6;13,489;1112,8;0,64;58,88;649100;0;4,468;522,4;0,9;58,88;441990;134,1;9,432;1103,8;0,87;58,92;65674;31038;REVERSE;134,1;10,233;1170,9;0,85;58,92;36098;52296;FORWARD
25,651085;-100,293008;26/6/2026 13:57;26;6;2026;13;57;127,7;7,093;522,8;0,57;58,84;650250;0;0,747;67,4;0,7;58,84;442430;133,3;9,737;1131;0,86;58,84;65674;31268;REVERSE;133,3;10,527;1196,8;0,85;58,84;36339;52296;FORWARD
25,651085;-100,293008;26/6/2026 15:23;26;6;2026;15;23;127,1;7,27;527,3;0,57;58,85;651030;0;0,617;57,2;0,72;58,85;442650;133,3;7,546;871,6;0,86;58,87;65674;31410;REVERSE;133,3;8,489;958,7;0,84;58,87;36491;52296;FORWARD
25,651085;-100,293008;26/6/2026 16:48;26;6;2026;16;48;127,6;7,04;519,9;0,57;58,84;651770;0;0,655;60,6;0,72;58,84;442790;132,4;4,435;479,2;0,81;58,85;65674;31506;REVERSE;132,4;5,027;534,4;0,8;58,85;36598;52296;FORWARD
25,651085;-100,293008;26/6/2026 18:07;26;6;2026;18;7;129,4;7,03;529,3;0,58;58,82;652500;0;0,984;89,5;0,7;58,82;443040;133,4;1,65;29,5;0,13;58,84;65674;31541;REVERSE;133,4;1,551;92,9;0,44;58,84;36640;52296;FORWARD
25,651085;-100,293008;26/6/2026 22:28;26;6;2026;22;28;130,9;0,8;63,8;0,6;58,84;653470;0;0,595;55,6;0,71;58,84;443500;134,1;6,58;781,3;0,88;58,82;65794;31542;FORWARD;134,1;5,641;747,1;0,98;58,82;36643;52396;REVERSE
25,651085;-100,293008;27/6/2026 1:38;27;6;2026;1;38;132,1;0,792;64;0,61;58,84;653670;0;0,605;57,4;0,71;58,84;443800;136;5,358;646,6;0,88;58,79;65999;31542;FORWARD;136;3,752;505,6;0,99;58,79;36643;52576;REVERSE
25,651085;-100,293008;27/6/2026 3:49;27;6;2026;3;49;132,4;0,793;64,5;0,61;58,84;653800;0;0,591;56,5;0,72;58,84;444000;135,8;2,969;394,9;0,97;58,82;66123;31542;FORWARD;135,8;2,901;379,9;0,96;58,82;36643;52680;REVERSE
25,651085;-100,293008;27/6/2026 5:27;27;6;2026;5;27;132,9;0,15;13,6;0,67;58,85;653910;0;0,582;55,8;0,72;58,85;444170;136,5;3,939;465,8;0,86;58,82;66200;31542;FORWARD;136,5;2,839;372;0,95;58,82;36643;52743;REVERSE
25,651085;-100,293008;27/6/2026 6:54;27;6;2026;6;54;133,5;6,325;496,6;0,58;58,88;654460;0;0,862;80,1;0,69;58,88;444370;136,4;2,751;301,6;0,8;58,84;66260;31542;FORWARD;136,4;2,248;281,6;0,91;58,84;36643;52799;REVERSE
25,651085;-100,293008;27/6/2026 8:42;27;6;2026;8;42;131;6,371;492,4;0,58;58,82;655360;0;7,314;956,4;0,99;58,82;444570;135,6;1,297;24,9;0,14;58,82;66294;31545;REVERSE;135,6;1,813;43,1;0,17;58,82;36646;52828;FORWARD
25,651085;-100,293008;27/6/2026 10:05;27;6;2026;10;5;131;0,804;66;0,62;58,85;656010;0;0,613;57,1;0,7;58,85;444700;135,6;4,549;529,3;0,85;58,87;66297;31577;REVERSE;135,6;5,662;596,4;0,77;58,87;36687;52828;FORWARD
25,651085;-100,293008;27/6/2026 11:33;27;6;2026;11;33;129,2;0,781;61,1;0,6;58,85;656110;0;7,196;928,5;0,99;58,85;444830;135,1;2,785;173;0,45;58,84;66300;31649;FORWARD;135,1;1,693;126,6;0,55;58,84;36764;52837;REVERSE
