timestamp
2026-04-22 12:29:25
2026-04-22 12:30:26
2026-04-22 12:38:54
2026-04-22 14:26:51
2026-04-22 14:35:17
2026-04-22 14:38:08
2026-04-22 14:48:39,9651,REVERSE,False,FORWARD,10460,5153,4377,4693,3431,86,5882,1348,8287,9204,809,1000,1000,1000,1000,False,84,1000,1000,1000,1000,False,1000,1000,10,9846,7808
2026-04-22 15:06:44,5062,REVERSE,False,FORWARD,5206,5153,4398,4716,3431,81,5881,1341,4611,4896,144,1000,1000,1000,1000,False,79,1000,1000,1000,1000,False,1000,1000,10,9869,7829
2026-04-22 15:19:38,3162,REVERSE,False,FORWARD,4030,5153,4407,4727,3431,72,5884,1339,3231,3981,868,1000,1000,1000,1000,False,75,1000,1000,1000,1000,False,1000,1000,10,9880,7838
2026-04-22 15:32:14,2673,REVERSE,False,FORWARD,3324,5153,4416,4738,3431,69,5882,1337,2855,3412,651,1000,1000,1000,1000,False,72,1000,1000,1000,1000,False,1000,1000,10,9891,7847
2026-04-22 16:26:03,3174,REVERSE,False,FORWARD,3179,5153,4475,4800,3431,74,5884,1342,3159,3465,5,1000,1000,1000,1000,False,68,1000,1000,1000,1000,False,1000,1000,10,9953,7906
2026-04-22 17:25:05,1100,REVERSE,False,FORWARD,1607,5153,4500,4826,3431,45,5878,1339,1806,2065,507,1000,1000,1000,1000,False,58,1000,1000,1000,1000,False,1000,1000,10,9979,7931
2026-04-22 18:08:41,652,FORWARD,False,REVERSE,58,5154,4504,4833,3431,34,5881,1335,1411,1120,594,1000,1000,1000,1000,False,3,1000,1000,1000,1000,False,1000,1000,10,9987,7935
2026-04-22 21:45:20,3554,FORWARD,False,REVERSE,1636,5257,4504,4833,3480,78,5882,1348,3347,1833,1918,1000,1000,1000,1000,False,66,1000,1000,1000,1000,False,1000,1000,10,10090,7984
2026-04-22 23:55:53,1151,REVERSE,False,REVERSE,1482,5302,4511,4833,3521,19,5881,1356,4249,1860,-2633,1000,1000,1000,1000,False,58,1000,1000,1000,1000,False,1000,1000,10,10135,8032
2026-04-23 01:50:10,2018,FORWARD,False,REVERSE,1410,5325,4519,4833,3547,73,5879,1356,2030,1821,608,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10158,8066
2026-04-23 03:15:56,2237,FORWARD,False,REVERSE,1412,5361,4519,4833,3567,72,5881,1357,2262,1820,825,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10194,8086
2026-04-23 04:50:43,2255,FORWARD,False,REVERSE,1404,5395,4519,4833,3589,77,5879,1359,2136,1819,851,1000,1000,1000,1000,False,56,1000,1000,1000,1000,False,1000,1000,10,10228,8108
2026-04-23 05:50:26,2100,FORWARD,False,REVERSE,1407,5414,4519,4833,3604,72,5881,1353,2146,1819,693,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10247,8123
2026-04-23 06:51:45,1512,FORWARD,False,REVERSE,696,5432,4519,4833,3618,58,5884,1354,1917,1278,816,1000,1000,1000,1000,False,40,1000,1000,1000,1000,False,1000,1000,10,10265,8137
2026-04-23 09:04:38,385,REVERSE,False,FORWARD,1275,5438,4530,4854,3628,16,5881,1344,1787,1788,890,1000,1000,1000,1000,False,53,1000,1000,1000,1000,False,1000,1000,10,10292,8158
2026-04-23 10:51:34,1361,REVERSE,False,FORWARD,2138,5438,4555,4892,3628,47,5885,1340,2149,2457,777,1000,1000,1000,1000,False,64,1000,1000,1000,1000,False,1000,1000,10,10330,8183
2026-04-23 12:01:24,3872,REVERSE,False,FORWARD,4620,5438,4580,4924,3628,76,5881,1339,3752,4460,748,1000,1000,1000,1000,False,77,1000,1000,1000,1000,False,1000,1000,10,10362,8208
2026-04-23 13:36:57,13152,REVERSE,False,FORWARD,13643,5438,4754,5107,3628,87,5881,1347,11197,11813,491,1000,1000,1000,1000,False,85,1000,1000,1000,1000,False,1000,1000,10,10545,8382
2026-04-23 14:36:06,3141,REVERSE,False,FORWARD,3785,5438,4875,5232,3628,73,5884,1335,3182,3779,644,1000,1000,1000,1000,False,74,1000,1000,1000,1000,False,1000,1000,10,10670,8503
2026-04-23 15:27:03,9031,REVERSE,False,FORWARD,9643,5438,4922,5289,3628,87,5884,1339,7725,8438,612,1000,1000,1000,1000,False,85,1000,1000,1000,1000,False,1000,1000,10,10727,8550
2026-04-23 16:08:52,6123,REVERSE,False,FORWARD,8246,5438,4984,5346,3628,84,5879,1331,5447,7458,2123,1000,1000,1000,1000,False,83,1000,1000,1000,1000,False,1000,1000,10,10784,8612
2026-04-23 17:05:33,379,REVERSE,False,FORWARD,497,5438,5037,5380,3634,3,5885,1326,7296,1629,118,1000,1000,1000,1000,False,22,1000,1000,1000,1000,False,1000,1000,10,10818,8671
2026-04-23 17:59:10,938,REVERSE,False,FORWARD,901,5441,5055,5392,3636,10,5884,1334,6584,1600,-37,1000,1000,1000,1000,False,42,1000,1000,1000,1000,False,1000,1000,10,10833,8691
2026-04-23 21:35:47,4377,FORWARD,False,REVERSE,1877,5527,5059,5394,3696,85,5884,1351,3787,2177,2500,1000,1000,1000,1000,False,63,1000,1000,1000,1000,False,1000,1000,10,10921,8755
2026-04-23 23:56:53,3375,FORWARD,False,REVERSE,1561,5605,5059,5394,3742,90,5882,1353,2752,1927,1814,1000,1000,1000,1000,False,59,1000,1000,1000,1000,False,1000,1000,10,10999,8801
2026-04-24 02:05:55,4982,FORWARD,False,REVERSE,1412,5678,5059,5394,3774,90,5879,1359,4034,1838,3570,1000,1000,1000,1000,False,56,1000,1000,1000,1000,False,1000,1000,10,11072,8833
2026-04-24 03:54:14,3568,FORWARD,False,REVERSE,1410,5747,5059,5394,3799,88,5882,1358,2954,1834,2158,1000,1000,1000,1000,False,56,1000,1000,1000,1000,False,1000,1000,10,11141,8858
